time	I(R9)
1.226582409316631e-02	5.504959e-03
1.228535534316631e-02	5.518292e-03
1.230488659316631e-02	5.516773e-03
1.232441784316631e-02	5.499947e-03
1.234394909316631e-02	5.468438e-03
1.236348034316631e-02	5.423050e-03
1.238301159316631e-02	5.364749e-03
1.240254284316630e-02	5.294636e-03
1.242207409316630e-02	5.213931e-03
1.244160534316630e-02	5.123951e-03
1.246113659316630e-02	5.026089e-03
1.248066784316630e-02	4.921797e-03
1.250019909316630e-02	4.812565e-03
1.251973034316630e-02	4.699904e-03
1.253926159316630e-02	4.585334e-03
1.255879284316630e-02	4.470365e-03
1.257832409316630e-02	4.356497e-03
1.259785534316630e-02	4.245211e-03
1.261738659316630e-02	4.137961e-03
1.263691784316630e-02	4.036171e-03
1.265644909316630e-02	3.941229e-03
1.267598034316630e-02	3.854469e-03
1.269551159316630e-02	3.777161e-03
1.271504284316630e-02	3.710480e-03
1.273457409316630e-02	3.655483e-03
1.275410534316630e-02	3.612733e-03
1.277168452031558e-02	3.585918e-03
1.279121577031558e-02	3.569582e-03
1.281074702031558e-02	3.567004e-03
1.283027827031558e-02	3.578614e-03
1.284980952031558e-02	3.604278e-03
1.286934077031558e-02	3.643652e-03
1.288887202031558e-02	3.696199e-03
1.290840327031558e-02	3.761211e-03
1.292793452031558e-02	3.837832e-03
1.294746577031558e-02	3.925067e-03
1.296699702031558e-02	4.021802e-03
1.298652827031558e-02	4.126802e-03
1.300605952031558e-02	4.238716e-03
1.302559077031558e-02	4.356063e-03
1.304512202031557e-02	4.477225e-03
1.306465327031557e-02	4.600431e-03
1.308418452031557e-02	4.723755e-03
1.310371577031557e-02	4.845125e-03
1.312324702031557e-02	4.962353e-03
1.314277827031557e-02	5.073199e-03
1.316230952031557e-02	5.175463e-03
1.318184077031557e-02	5.267091e-03
1.320137202031557e-02	5.346281e-03
1.322090327031557e-02	5.411586e-03
1.324043452031557e-02	5.461957e-03
1.325996577031557e-02	5.496751e-03
1.327949702031557e-02	5.515698e-03
1.329902827031557e-02	5.518860e-03
1.331855952031557e-02	5.506569e-03
1.333809077031557e-02	5.479387e-03
1.335762202031557e-02	5.438067e-03
1.337715327031557e-02	5.383529e-03
1.339668452031557e-02	5.316836e-03
1.341621577031557e-02	5.239174e-03
1.343574702031557e-02	5.151832e-03
1.345527827031557e-02	5.056184e-03
1.347480952031557e-02	4.953667e-03
1.349434077031557e-02	4.845759e-03
1.351387202031556e-02	4.733967e-03
1.353340327031556e-02	4.619809e-03
1.355293452031556e-02	4.504802e-03
1.357246577031556e-02	4.390447e-03
1.359199702031556e-02	4.278232e-03
1.361152827031556e-02	4.169621e-03
1.363105952031556e-02	4.066045e-03
1.365059077031556e-02	3.968907e-03
1.367012202031556e-02	3.879556e-03
1.368965327031556e-02	3.799285e-03
1.370918452031556e-02	3.729300e-03
1.372871577031556e-02	3.670137e-03
1.374481717766546e-02	3.630864e-03
1.376307306545454e-02	3.597782e-03
1.378260431545454e-02	3.575198e-03
1.380213556545454e-02	3.566384e-03
1.382166681545454e-02	3.571746e-03
1.384119806545454e-02	3.591246e-03
1.386072931545454e-02	3.624631e-03
1.388026056545454e-02	3.671448e-03
1.389979181545454e-02	3.731062e-03
1.391932306545454e-02	3.802679e-03
1.393885431545454e-02	3.885365e-03
1.395838556545454e-02	3.978056e-03
1.397791681545454e-02	4.079571e-03
1.399744806545454e-02	4.188612e-03
1.401697931545454e-02	4.303755e-03
1.403651056545454e-02	4.423444e-03
1.405604181545454e-02	4.545976e-03
1.407557306545454e-02	4.669496e-03
